Venue Name,Status,Address,Latitude,Longitude,Usage Count,Genres,Examples
"모카클래스",OK,"서울",37.5668260046608,126.978652258309,1192,"class","[샾로맨티시스트]타로카드 원데이 기초부터 실전까지(서울일정); [샾로맨티시스트]타로카드 원데이 기초부터 실전까지 (부산출장); 페이퍼플라워  클래스"
"KBS부산홀",INCOMPLETE_DATA (Both),"정보 없음",,,3,"musical|concert","2026. 가족뮤지컬 〈 에그박사 - 해적 보물섬의 비밀 〉 - 부산; 2025-26 장민호 전국투어 콘서트 ‘호시절 : 9.11Mhz’ - 부산; 우리들의 발라드 전국투어 - 부산 콘서트"
"벡스코 오디토리움",INCOMPLETE_DATA (Both),"정보 없음",,,3,"musical|concert","쇼뮤지컬 〈프린세스 캐치! 티니핑〉 - 부산; 2026 새해맞이 단독콘서트 신유; 2025-2026 이창섭 단독 콘서트 〈EndAnd〉 - 부산"
"경남문화예술회관 대공연장",INCOMPLETE_DATA (Both),"정보 없음",,,3,"concert|play","［데뷔 60주년 기념공연］ 2026 남진 전국투어 콘서트 - 진주; 2026 부활 40주년 콘서트 - 진주; 연극「반야 삼촌」 - 진주"
"부산문화회관 중극장",INCOMPLETE_DATA (Both),"정보 없음",,,3,"concert|play|classic","시네마 파라디소 〈Begin Again〉 - 부산; 연극 〈칼로막베스〉 - 부산; 부산신포니에타 창단40주년 기념 제109회 정기연주회 with 호르니스트 라덱 바보락"
"한국소리문화의전당 연지홀",INCOMPLETE_DATA (Both),"정보 없음",,,3,"musical|classic","［전주］ 가족뮤지컬 〈로보카폴리 - 브룸스타운의 에너지를 지켜라!〉; 뮤지컬 〈읽으면서 바로 써먹는 : 어린이 감정표현〉 - 전주; 지브리와 사랑에 빠지다 : 지브리 영화음악 콘서트 2026 스페셜 - 전주"
"덕진예술회관",INCOMPLETE_DATA (Both),"정보 없음",,,3,"musical|concert","9,900원 가족뮤지컬 “아기돼지삼형제” - 전주; 특별할인만원의행복 “가족뮤지컬신데렐라” - 전주; 2026 김장훈 전국투어 콘서트 : 원맨쇼 - 전주"
"빛고을시민문화관",INCOMPLETE_DATA (Both),"정보 없음",,,3,"musical","［광주］ 가족뮤지컬 〈로보카폴리 - 브룸스타운의 에너지를 지켜라!〉; 바다탐험대 옥토넛 시즌4 : 숨겨진 보물을 찾아라! - 광주; K-히어로 뮤지컬 〈똥볶이 할멈 : 정의의 맛〉 - 광주"
"광산문화예술회관",INCOMPLETE_DATA (Both),"정보 없음",,,3,"musical","가족뮤지컬 〈고양이 캣〉 - 광주; 가족뮤지컬 〈헨젤과 그레텔〉 - 광주; 가족뮤지컬 〈토끼와 거북이〉 - 광주"
"GS칼텍스 예울마루 대극장",INCOMPLETE_DATA (Both),"정보 없음",,,3,"musical","가족뮤지컬 〈에그박사 : 해적 보물섬의 비밀〉 - 여수; 뮤지컬 〈미세스 다웃파이어〉 - 여수; ［여수］뮤지컬 번개맨 시즌2 〈번개맨!VS번개맨？〉"
"조선대학교 해오름관",INCOMPLETE_DATA (Both),"정보 없음",,,3,"concert","2025-26 강승윤(KANG SEUNG YOON) : PASSAGE ＃2 CONCERT TOUR IN GWANGJU; 2025-26 장민호 전국투어 콘서트 ‘호시절 : 9.11Mhz’ - 광주; 2026 KickFlip FAN-CON 〈From KickFlip, To WeFlip〉 in 광주"
"제주 설문대여성문화센터",INCOMPLETE_DATA (Both),"정보 없음",,,3,"musical|play","가족매직쇼 “공룡 애니멀 쇼” - 제주; 착한가격 10,000원의 행복 “어린이 마술쇼” - 제주; 제주최초 〈급식왕-급식이 사라졌다〉 - 제주"
"제주문예회관 대극장",INCOMPLETE_DATA (Both),"정보 없음",,,3,"musical|concert","어린이날 특집 〈마술사의 방〉 - 제주; 베베핀 뮤지컬 〈두근두근 새친구〉 - 제주; 강문경 전국투어 콘서트 : THE START - 제주"
"디뮤지엄",OK,"디뮤지엄, 독서당로29길, 한남동, 용산구, 서울특별시, 04419, 대한민국",37.5371256,127.011551,3,"exhibition","［2025 연말특가］［디뮤지엄］ 취향가옥 2 : Art in Life, Life in Art 2; ［디뮤지엄］ 취향가옥 2: Art in Life, Life in Art 2; ［디뮤지엄］ 키즈워크룸"
"예술의전당 서예박물관",OK,"서울 서초구 서초동 산 130-27",37.47833986691578,127.01186193751934,3,"exhibition","［블랙위크］ 내맘쏙 : 모두의 천자문 전; ［얼리버드］ 내맘쏙 : 모두의 천자문 전; 내맘쏙 : 모두의 천자문 전"
"크레디아클래식클럽 STUDIO",INCOMPLETE_DATA (Both),"정보 없음",,,3,"exhibition","［서촌풍류］2026 간송미술관 ‘우리 옛 미술 이야기’_시즌 1; ［서촌풍류］2026 을유문화사 ‘현대 예술의 거장’_시즌 1; ［서촌풍류］2026 한국민화학교 ‘민화의 힘, 한류의 열풍’_시즌 1"
"마이아트뮤지엄 원그로브점",OK,"서울 강서구 마곡동 769",37.5612857889565,126.82428132653702,3,"exhibition","［신년 럭키 20% 특별 할인］헤일리 티프먼, 일상을 그리다: 평범한 하루의 온도; ［얼리버드］ 헤일리 티프먼, 일상을 그리다; 헤일리 티프먼, 일상을 그리다"
"MUSEUM 209",OK,"서울 송파구 잠실로 209",37.51378608857594,127.10618804632004,3,"exhibition","［얼리버드］ 빈센트 발 : SHADOWGRAM; 빈센트 발 : SHADOWGRAM; 빈센트 발 : SHADOWGRAM"
"삼성 코엑스아쿠아리움",OK,"코엑스 아쿠아리움 (COEX Aquarium), 513, 영동대로, 삼성동, 삼성1동, 강남구, 서울특별시, 06164, 대한민국",37.5131846,127.0586092,3,"leisure","［서울/삼성］ 씨라이프 코엑스아쿠아리움 1월; ［서울/삼성］ 코엑스아쿠아리움 PKG 1월; ［서울/삼성］ 코엑스아쿠아리움+VR PKG 1월"
"이랜드크루즈",OK,"이랜드크루즈 잠실선착장, 한강남자전거길, 잠실동, 잠실2동, 송파구, 서울특별시, 05500, 대한민국",37.5186983,127.0819547,3,"leisure","［여의도］ 선셋/달빛뮤직/별빛 크루즈; ［여의도］ 한강투어 크루즈(당일예약불가); 선셋디너/달빛디너 크루즈(당일예약불가)"
"롯데월드 아쿠아리움",OK,"롯데월드 아쿠아리움, 잠실로, 신천동, 잠실6동, 송파구, 서울특별시, 05552, 대한민국",37.5136468,127.1051485,3,"leisure","롯데월드 아쿠아리움 입장권; 롯데월드 아쿠아리움 포토 패키지; 롯데월드 아쿠아리움+서울스카이PKG 1월"
"서울스카이",OK,"서울스카이, 300, 올림픽로, 신천동, 잠실6동, 송파구, 서울특별시, 05551, 대한민국",37.5125366,127.1026546,3,"leisure","롯데월드타워 서울스카이 소원당PKG; 롯데월드타워 서울스카이 포토프레임PKG 1월; 롯데월드타워 전망대 서울스카이 입장권"
"파크하비오 워터킹덤",OK,"서울 송파구 문정동 618",37.480209937378454,127.12478406415195,3,"leisure|kids","파크하비오 워터킹덤 워터파크 12.22~03.02; 파크하비오 워터킹덤 찜질스파 01.01~03.02; 파크하비오 워터킹덤 워터파크＆찜질스파"
"잇츠콜라박물관",OK,"경기 파주시 탄현면 법흥리 1652-229",37.78804288225778,126.70043284943637,3,"exhibition|leisure","［파주］ 헤이리마을 가볼만한곳! 트릭아트뮤지엄+콜라박물관 입장권; ［파주］ 잇츠콜라박물관; ［파주］ 헤이리마을 아이와가볼만한곳! 마술＆버블쇼+콜라박물관 입장권"
"네이처스케이프 플러스",OK,"경기 화성시 송동 726-1",37.1670794028254,127.105425175463,3,"leisure|kids","［1월］ 동탄 네이처스케이프 플러스 입장권; ［1월］ 동탄 네이처스케이프 플러스 입장권 다인권 패키지; 네이처스케이프 플러스"
"가평 쁘띠프랑스",OK,"경기 가평군 청평면 호반로 1063",37.7150277522095,127.490720315781,3,"leisure|kids","［가평］ 쁘띠프랑스＆이탈리아 마을 + 유럽마을 겨울 패키지; ［가평］ 쁘띠프랑스＆이탈리아마을 15주년 특별 할인 입장권; 가평 쁘띠프랑스＆이탈리아 마을"
"하피랜드",OK,"경기 화성시 팔탄면 율암리 483-26",37.1685723255116,126.888527589073,3,"leisure|kids","［경기 화성］ 하피랜드 온천 · 찜질방; ［경기 화성］ 하피랜드 워터파크 이용권; 하피랜드 찜질스파/워터파크"
"에버랜드",OK,"경기 용인시 처인구 포곡읍 에버랜드로 199",37.2938764,127.2048444,3,"leisure|activity","［용인］ 에버랜드 종일이용권 (~26/02/28) (날짜미지정); ［용인］ 에버랜드 화수목 종일이용권 (~26/02/26) (날짜미지정); 에버랜드 판다월드 Q-PASS"
"플레이월드 미사점",OK,"경기 하남시 미사강변동로 73 12층",37.5615644351501,127.192991876605,3,"leisure|kids","［특가］ 플레이월드 미사점 주중 종일권 (~2/27); 플레이월드 미사점 키즈카페 이용권; 플레이월드(미사)"
"아쿠아필드 고양",OK,"경기 고양시 덕양구 동산동 370",37.647922250654574,126.89671586537472,3,"leisure|kids","아쿠아필드 고양 루프탑풀 입장권(12/31~1/31); 아쿠아필드 고양 찜질스파 입장권(12/31~1/31); 아쿠아필드 찜질스파/루프탑풀(고양)"
"아쿠아필드 하남",OK,"경기 하남시 신장동 616",37.545828649557436,127.2234771986401,3,"leisure|kids","아쿠아필드 하남 워터파크 입장권(12/31~1/31); 아쿠아필드 하남 찜질스파 입장권(12/31~1/31); 아쿠아필드 찜질스파/워터파크(하남)"
"안성팜랜드",OK,"경기 안성시 공도읍 대신두길 28",36.9920882944177,127.194405718721,3,"leisure|kids","안성팜랜드 입장권; 안성팜랜드 입장권 + 승마 패키지; 안성팜랜드"
"파라다이스시티 원더박스",OK,"인천 중구 운서동 2874",37.4365796645163,126.457300284659,3,"leisure|kids","파라다이스시티 원더박스 나이트패스(12/20~2/1); 파라다이스시티 원더박스 자유이용권 (12/1~3/3); 파라다이스시티 원더박스"
"청도프로방스",INCOMPLETE_DATA (Both),"정보 없음",,,3,"leisure","［청도］ 프로방스 눈내리는 산타마을 빛축제 패밀리권(11/28~); ［청도］ 프로방스 눈내리는 산타마을 빛축제(11/28~); 청도 프로방스+무아마운틴 눈썰매장 이용권"
"요트홀릭",INCOMPLETE_DATA (Both),"정보 없음",,,3,"leisure","［부산투어패스］해운대 요트투어 요트홀릭X엘시티 워터파크 클럽디오아시스; 부산 요트투어 해운대 요트홀릭 야경투어; 부산 요트투어 해운대 요트홀릭 주간투어"
"양산 에덴밸리",INCOMPLETE_DATA (Both),"정보 없음",,,3,"leisure","［양산］ 25/26 에덴밸리 스키 렌탈PKG 특가(직영판매!); ［양산］ 25/26 에덴밸리 스키 리프트권 특가(직영판매!); ［양산］ 에덴밸리 눈썰매장 이용권(12/24~)"
"이사부크루즈",INCOMPLETE_DATA (Both),"정보 없음",,,3,"leisure","［여수］ 이사부크루즈 해상관광투어(14시); 이사부크루즈 여수밤바다 낭만투어 (월요일~목요일-공휴일제외); 이사부크루즈 여수밤바다 불꽃투어 (주말+공휴일)"
"스카이워터쇼",INCOMPLETE_DATA (Both),"정보 없음",,,3,"exhibition|leisure","［제주］ ♥포니밸리 낙타트래킹 증정♥ 스카이워터쇼; ［제주］ 스카이워터쇼; ［제주］ 스카이워터쇼+심쿵혜택"
"제주 아트서커스",INCOMPLETE_DATA (Both),"정보 없음",,,3,"exhibition","［제주］ ♥포니밸리 낙타트래킹 증정♥ 아트서커스; ［제주］ 아트서커스; ［제주］ 아트서커스+더마파크"
"노형수퍼마켙",INCOMPLETE_DATA (Both),"정보 없음",,,3,"exhibition","［제주］ 노형수퍼마켙; ［제주］ 노형수퍼마켙 ♥자연인족욕체험 증정♥; ［제주］ 노형수퍼마켙+심쿵혜택"
"헬로키티아일랜드",INCOMPLETE_DATA (Both),"정보 없음",,,3,"exhibition|leisure","［제주］ 헬로키티아일랜드 ♥낙타트래킹＆족욕체험＆조안베어 증정♥; ［제주］ 헬로키티아일랜드+세계자동차＆피아노박물관; ［제주］ 헬로키티아일랜드+심쿵혜택"
"서귀포잠수함",INCOMPLETE_DATA (Both),"정보 없음",,,3,"leisure","［제주］ ♥포니밸리 낙타트래킹 증정♥ 서귀포잠수함; ［제주］ 서귀포잠수함; ［제주］ 서귀포잠수함+심쿵혜택"
"선녀와나무꾼",INCOMPLETE_DATA (Both),"정보 없음",,,3,"leisure","［제주］ ♥포니밸리 낙타트래킹 증정♥ 선녀와나무꾼 입장권; ［제주］ 선녀와나무꾼; ［제주］ 선녀와나무꾼+심쿵혜택"
"제주 아리랑 혼",INCOMPLETE_DATA (Both),"정보 없음",,,3,"leisure","［제주］ 더케이쇼+그리스신화박물관＆트릭아이미술관; ［제주］ 더케이쇼+다이나믹메이즈; ［제주］ 더케이쇼+제주민속촌"
"카멜리아힐",INCOMPLETE_DATA (Both),"정보 없음",,,3,"leisure","［제주］ 카멜리아힐+심쿵혜택; 카멜리아힐 ♥혜택 3종 증정♥; 카멜리아힐(26.01.01~26.12.31)"
"창덕궁",OK,"창덕궁",37.5823873,126.9917013,3,"activity|kids","세계문화유산 창덕궁; 창덕궁 인문학산책; [라라클래스] 창덕궁 ""Premium"" 초등 역사탐험대 Season 2 (8-13세)"
"광교 매직앤조이",OK,"경기 수원시 영통구 광교중앙로 124 , 갤러리아 광교 10층 매직앤조이",37.2855216,127.0574787,3,"kids|concert|musical","어린이 마술쇼(수원); 스탠드업 코미디(광교); 코미디 매직쇼(수원)"
"곤지암리조트",OK,"경기 광주시 도척면 도척윗로 278 곤지암리조트",37.3374917,127.2963263,3,"activity","25/26 곤지암리조트 리프트권/렌탈PKG; 곤지암리조트 렌탈샵 BOSS; 곤지암리조트 스키장렌탈샵 닥터스노우"
"충청남도 홍성군",MISSING_ENTRY,"",,,3,"festival","홍성남당항 새조개축제; 홍성 백반 페스타; 홍성글로벌바비큐페스티벌"
"강원특별자치도 평창군",MISSING_ENTRY,"",,,3,"festival","평창송어축제; 대관령눈꽃축제; 평창농악축제"
"강원특별자치도 홍천군",MISSING_ENTRY,"",,,3,"festival","홍천강 꽁꽁축제; 홍천 사과축제; 홍천 인삼한우 명품축제"
"부산 중구",MISSING_ENTRY,"",,,3,"festival","광복로 겨울빛 트리축제; 부산 스트릿 페스타 인 광복; 부산중구반려동물축제"
"서울 강남구",MISSING_ENTRY,"",,,3,"festival","강남 미디어 윈터페스타; 세계유산 조선왕릉축전; 도곡 메타세쿼이아 로드 페스타"
"광주 서구",MISSING_ENTRY,"",,,3,"festival","광주김치축제; 양동통맥축제; 광주서창억새축제"
"전라남도 순천시",MISSING_ENTRY,"",,,3,"festival","순천 푸드앤아트페스티벌; 글로벌 콘텐츠 페스티벌 in 순천; 순천 낙안읍성 민속문화축제"
"서울 양천구",MISSING_ENTRY,"",,,3,"festival","양천가족 거리축제; 양천 락(樂) 페스티벌; 예술힐링놀이터"
"경기도 고양시",MISSING_ENTRY,"",,,3,"festival","고양 동물교감치유 문화제; 세계꽃 · 문화관광축제 호수야 놀자; 고양호수예술축제"
"서울 송파구",MISSING_ENTRY,"",,,3,"festival","가락옥토버페스트 미식야행; 서울생활예술페스티벌; 청춘, 커피페스티벌"
"대구 북구",MISSING_ENTRY,"",,,3,"festival","떡볶이 페스티벌; 서리지 가족 체험 페스티벌; 금호강 바람소리길 축제"
"서울 영등포구",MISSING_ENTRY,"",,,3,"festival","영등포선유도원축제; 한강 종이비행기 축제; 한화와 함께하는 서울세계불꽃축제"
"전라남도 목포시",MISSING_ENTRY,"",,,3,"festival","전남 세계 김밥 페스티벌; 목포 문화유산 야행; 남도국제미식산업박람회"
"제주특별자치도 제주시",MISSING_ENTRY,"",,,3,"festival","제주독서대전; 탐라문화제; 화북, 포구문화제"
"서울 마포구",MISSING_ENTRY,"",,,3,"festival","서울억새축제; 서울와우북페스티벌; 연남동 주민화합 대축제"
"서울 노원구",MISSING_ENTRY,"",,,3,"festival","공공미술 빛조각축제 <노원 달빛산책>; 노원 북 페스티벌; 석계역 달빛야시장"
"온라인투어 | 4박 6일",MISSING_ENTRY,"",,,3,"travel","나트랑 자유여행 4박6일 (르모어 호텔/시내 실속 호텔) - VJ839; 보홀 6일 돌핀베이 리조트 (발리카삭 호핑투어+돌핀왓칭 포함); 보홀 6일 돌핀베이 리조트 (왕복픽업+여행자보험+라운지포함)"
"모두투어 | 2박 3일",MISSING_ENTRY,"",,,3,"travel","<시내4성>타이페이 자유여행; [대만 에어텔]<시내4성>타이페이 자유여행 3일; [대만 에어텔]<시내4성>타이페이 자유여행 3일"
"창경궁 홍화문 매표소 앞",INCOMPLETE_DATA (Coords),"창경궁 홍화문 매표소 앞",,,3,"kids","[서울/종로] 해지고 걷는 달빛 속 아이와함께 창경궁 투어; [라라클래스] 창경궁 ""Premium"" 초등 역사투어! (8-13세); [라라클래스] 창경궁 ""Premium"" 미취학 역사투어! (6-8세)"
"국회박물관",OK,"국회박물관",37.5319897,126.9190673,3,"kids","[국회탐험대] 10-13세 추천! 민주주의의 비밀을 밝혀라! 국회를 탐험해요 - 국회박물관; [국회탐험대] 8-10세 추천! 내가 만든 법안을 국회에 발의해 볼까요? - 국회박물관; [국회탐험대]  6-8세 추천! 엄마, 국회의원이 뭐에요? - 국회박물관"
"서대문형무소역사관 정문 앞",INCOMPLETE_DATA (Coords),"서대문형무소역사관 정문 앞",,,3,"kids","[라라클래스] 서대문형무소역사관 인권과 평화로 배우는 근현대사-초등 고학년 역사탐험대; [라라클래스] 서대문형무소역사관 유관순부터 민주화 운동가까지-초등 저학년 역사탐험대; [라라클래스] 서대문형무소역사관 유관순 열사를 찾으며 배우는 독립운동-미취학 역사탐험대"
"전쟁기념관/국립중앙박물관/대한민국역사박물관",INCOMPLETE_DATA (Coords),"전쟁기념관/국립중앙박물관/대한민국역사박물관",,,3,"kids","[라라클래스] 겨울방학 특강, 국립중앙박물관 4회로 초등 저학년 한국사 흐름 완성!; [라라클래스] 미취학 역사 4회 완성! 역사탐험대 - 국립중앙박물관 선사~조선시대까지; [라라클래스] 겨울방학 특강, 국립중앙박물관 4회로 초등 고학년 한국사 흐름 완성!"
"국립민속박물관 안내데스크 앞",OK,"국립민속박물관 안내데스크 앞",37.5808343,126.9790431,3,"kids","[라라클래스] 국립민속박물관 세시풍속 초등저학년 역사탐험대! 교과서 속 옛날 생활 이야기; [라라클래스] 국립민속박물관 세시풍속 미취학 역사탐험대! 교과서 속 옛날 생활 이야기; [라라클래스] 국립민속박물관 세계유산 초등고학년 역사탐험대! 세계에서 인정받은 민속 문화"
"아이와 함께 갈 만한 곳 검색은 맘맘",MISSING_ENTRY,"",,,3,"museum|food","아이와 함께 갈 만한 곳 검색은 맘맘; 아이와 함께 갈 만한 곳 검색은 맘맘; 아이와 함께 갈 만한 곳 검색은 맘맘"
"국립극장",MISSING_ENTRY,"",,,3,"classic|unknown","국립국악관현악단 [2026 신년 음악회]; 국립극장 마당놀이 [홍길동이 온다]; 2026 국립극장 어린이 예술학교 겨울방학"
"나루아트센터",MISSING_ENTRY,"",,,3,"theater|classic|unknown","광진문화재단X세종대학교 [청춘 아트 브릿지] ① [연극] 검찰관; [광진문화재단] 광진구민과 함께하는 2026 광진문화재단 신년음악회; Toki Asako Live in Korea 2026"
"까망돌어울마당 아트홀",MISSING_ENTRY,"",,,3,"unknown","[동작문화재단] 까망돌어울마당 아트홀 국립극장 협력사업 [공연실황 스크린 : ON AIR] 3회차 [귀토, 토끼의 팔란] 2부; [동작문화재단] 까망돌어울마당 아트홀 국립극장 협력사업 [공연실황 스크린 : ON AIR] 4회차 [묵향]; [동작문화재단] 2026 까망돌어울마당 아트홀 상반기 정기 기획공연 [까망돌 칸타빌레]"
"강북문화예술회관",MISSING_ENTRY,"",,,3,"classic|unknown","[강북문화재단] 2026 강북문화재단 신년음악회 [한빛예술단 & 라포엠]; [강북문화재단] 안애순 컴퍼니 [춤이 말하다: 문소리x리아킴]; [강북문화재단] 엘리자베스 랭그리터 특별전 [매일이 크리스마스]"
"서울생활사박물관",MISSING_ENTRY,"",,,3,"exhibition","[서울생활사박물관] 2026년 겨울방학 교육 프로그램 [조각조각 가족이야기 엮기]; [서울생활사박물관] 2026년 겨울방학 교육 우리는 박물관 학예연구사(중학생); [서울생활사박물관] 임신과 출생 문화를 다룬 특별전 [아가 마중]"
"한성백제박물관",MISSING_ENTRY,"",,,3,"exhibition","[한성백제박물관] 겨울방학교실1 [백제왕성, 수상한 우물의 비밀]; [한성백제박물관] 2025 선사고대기획전 [을축년대홍수가 알려준 풍납토성의 비밀]; [한성백제박물관] 2026 겨울방학교실 쓱싹쓱싹 반달돌칼_고대인의 농사 도구"
"서울식물원",MISSING_ENTRY,"",,,3,"unknown|exhibition","[서울식물원] 난초와 포인세티아가 선사하는 겨울정원 [윈터 가든]; [서울의공원] 해치의 겨울정원여행, 함께 떠나요!; [서울식물원] 2025년 서울식물원 기획 전시 [우리들의 자연, 행성적 공존]"
"중랑아트센터",MISSING_ENTRY,"",,,3,"unknown|exhibition","[중랑문화재단] 2026 중랑아트센터 [나대기 예술아카데미] 1월 프로그램; [중랑문화재단] 2026 창의융합 유아동 예술프로그램 [말랑말랑 중랑] 1월; [중랑문화재단] AI 기반 미디어아트 전시 [뉴-미디어의 재해-석]"
"서울시립미술관 서소문본관",MISSING_ENTRY,"",,,3,"exhibition","[서울시립미술관 서소문본관] 한운성컬렉션 기증기획전 《그림과 현실》; [서울시립미술관 서소문본관] 근접한 세계; [서울시립미술관 서소문본관] 최재은: 약속"
"서울새활용플라자",MISSING_ENTRY,"",,,3,"unknown|leisure","[서울디자인재단] 2025 [Now for Zero-Waste Vol.2 : 새로제로] 展; [서울디자인재단] SUP 시민참여 프로그램 [자원순환 이야기]; [서울디자인재단] [해치와 나눔히어로] 장난감 기부, 나눔 체험"
"홍익대 대학로 아트센터 대극장",OK,"서울 종로구 연건동 128-8",37.576681207884405,127.00152148175482,2,"musical","［로터리 티켓］뮤지컬 〈보니 앤 클라이드〉; 뮤지컬 〈보니 앤 클라이드〉"
"노원구민의전당 (구.노원구민회관)",OK,"노원구민의전당, 동일로, 하계동, 중계2·3동, 노원구, 서울특별시, 01783, 대한민국",37.639421,127.0666257,2,"musical","［만원의행복］2026가족뮤지컬 〈프린세스공주〉 - 노원; ［만원의행복］2026가족뮤지컬〈피노키오〉 - 노원"
"링크아트센터드림 드림1관",OK,"서울 종로구 동숭길 123 링크아트센터드림",37.573,126.9794,2,"musical","［자막］ 뮤지컬 〈긴긴밤〉 - 비지정석; 뮤지컬 〈긴긴밤〉"
"대학로 스타시티 7층 후암씨어터",OK,"서울 종로구 대학로11길 23 대학로스타시티빌딩",37.573,126.9794,2,"musical","［크리스천 뮤지컬］ 컨츄리 씨스터즈; 프리마돈나"
"성균관대학교 새천년홀",OK,"서울 종로구 명륜3가 53-21",37.5874353512492,126.994551768303,2,"musical|kids","2026 뮤지컬 〈100층짜리 집〉; 100층짜리 집"
"KT＆G 상상마당 대치아트홀",OK,"서울 강남구 대치동 1002",37.5067600874053,127.065150015652,2,"musical","가족뮤지컬 〈뽀로로와 신비한 여행〉 - 서울; K-히어로 뮤지컬 〈똥볶이 할멈 : 정의의 맛〉 - 서울"
"홍대난타극장",OK,"서울 마포구 서교동 357-5",37.5531929565343,126.921161292611,2,"musical|kids","난타(NANTA) - 홍대공연; 난타(NANTA) - 홍대"
"큐씨어터",OK,"서울 종로구 동숭동 1-74",37.5824943778166,127.003532285831,2,"musical","로맨틱 뮤지컬 〈투모로우 모닝〉; 투모로우 모닝"
"서울 상상나라극장",OK,"서울 광진구 능동 18",37.5507683230768,127.077550584743,2,"musical|kids","뮤지컬 〈가방 들어주는 아이들〉; 가방 들어주는 아이들"
"브릭스씨어터",OK,"서울 종로구 동숭동 1-93",37.5809536735174,127.003702030975,2,"musical","뮤지컬 〈김종욱 찾기〉; 김종욱 찾기"
"대학로 하마씨어터",OK,"서울 종로구 동숭동 1-63",37.5822601398146,127.002771477123,2,"musical","뮤지컬 〈담배가게 아가씨〉; 담배가게 아가씨"
"백암아트홀",OK,"백암아트홀, 테헤란로113길, 삼성1동, 강남구, 서울특별시, 06171, 대한민국",37.5103915,127.0659756,2,"musical","뮤지컬 〈말리〉; 말리"
"R＆J 씨어터",OK,"서울 종로구 동숭동 상세주소 열기 길 ...",37.58096,127.0051932,2,"musical|play","뮤지컬 〈쉘터〉; 우리 학교 운동장에는 파란 고래가 있다"
"예스24스테이지 2관",OK,"서울 종로구 동숭동 1-52",37.5827268419485,127.00326058167471,2,"musical","뮤지컬 〈시지프스〉; 시지프스"
"서울숲 씨어터 1관",OK,"서울 성동구 성수동1가 685-696",37.5456773288432,127.042914261633,2,"musical|kids","뮤지컬 〈알사탕〉 - 서울숲; 알사탕"
"루미나아트홀",OK,"서울 종로구 동숭동 1-48",37.5829809374055,127.002649231615,2,"musical","뮤지컬 〈어서 오세요, 휴남동 서점입니다〉 - 서울; 어서 오세요, 휴남동 서점입니다"
"예스24스테이지 1관",OK,"서울 종로구 동숭동 1-52",37.5827268419485,127.00326058167471,2,"musical","뮤지컬 〈은하철도의 밤〉; 은하철도의 밤"
"NOL 유니플렉스 1관",OK,"서울 종로구 동숭동 1-99",37.5812041552463,127.003523167887,2,"musical","뮤지컬 〈이터니티〉; 이터니티"
"서울숲 씨어터 2관",OK,"서울 성동구 서울숲2길 32-14",37.5633,127.0371,2,"musical|kids","뮤지컬 〈장수탕 선녀님〉 - 서울숲; 장수탕 선녀님"
"NOL 서경스퀘어 스콘 1관",OK,"서울 종로구 동숭길 148",37.573,126.9794,2,"musical|play","뮤지컬 〈존 도우〉; 연극 〈불란서 금고 - 북벽에 오를 자 누구더냐〉"
"et theatre 1 (이티 씨어터 원)",INCOMPLETE_DATA (Both),"정보 없음",,,2,"musical","뮤지컬 〈캐빈〉; 캐빈"
"대학로 스타시티",OK,"서울 종로구 명륜4가 113-1",37.582119616246,127.000511726023,2,"musical","뮤지컬 〈테이크 오프〉; 테이크 오프"
"링크아트센터 벅스홀",OK,"서울 종로구 대학로14길 29 링크아트센터",37.573,126.9794,2,"musical","뮤지컬 〈트레이스 유〉; 트레이스 유"
"동덕여자대학교 공연예술센터 코튼홀",OK,"서울 종로구 동숭길 126 동덕여대 공연예술 연구소",37.573,126.9794,2,"musical","뮤지컬 〈판〉; 판"
"예술의전당 CJ 토월극장",OK,"서울 서초구 서초동 700",37.479031607194734,127.01400788796187,2,"musical|classic","뮤지컬 〈팬레터〉 10주년 기념 공연; 오페라 〈양촌리 러브 스캔들〉"
"한전아트센터",OK,"한전아트센터 앞, 효령로72길, 서초2동, 서초구, 서울특별시, 06732, 대한민국",37.4864693,127.0280609,2,"musical","뮤지컬 슈가 〈SUGAR〉; 뮤지컬 〈로미오와 줄리엣〉"
"무하아트센터",OK,"서울 종로구 동숭동 199-33",37.5784939268852,127.004641537514,2,"musical","뮤지컬 썸데이; 썸데이"
"스타스테이지",OK,"서울 종로구 동숭동 1-54",37.58271063549632,127.0028167796696,2,"musical","뮤지컬 헝키쇼 (HUNKY SHOW); 헝키쇼 : HUNKY SHOW"
"뮤지컬펍 스폿라이트",OK,"서울 종로구 명륜4가 16-1",37.5831296267381,127.00100874789,2,"musical","뮤지컬펍 스폿라이트; 스폿라이트"
"금나래아트홀(금천구청내)",OK,"금나래아트홀, 70, 시흥대로73길, 시흥1동, 금천구, 서울특별시, 08611, 대한민국",37.4565729,126.8960236,2,"musical|play","복합극 〈환어〉; 판타지 어드벤처 가족마당극 〈토끼전〉"
"뮤지컬펍 커튼콜",OK,"서울 종로구 동숭동 1-66",37.5824907861105,127.003095278525,2,"musical","사랑의 공식: 인공지능 시대의 감정 생태 보고서; 지구종말 D-1"
"미마지아트센터 물빛극장",OK,"서울 종로구 동숭동 1-133",37.5802707255611,127.003527652339,2,"musical|play","수수깡 아버지; 마산시절"
